Date,Destination,Tickets_Booked,Train_Delay_Minutes,Weather_Impact,Festival_Impact,Festival_Name,Congestion
2023-08-03,Hyderabad Deccan,632,0,0.3,0,,0.45
2020-05-19,Ahmedabad,1154,31,0.1,0,,0.32
2019-02-06,Kolkata,620,0,0.9,0,,0.44
2019-11-07,Patna Junction,1477,0,0.1,0,,0.33
2020-05-29,Mumbai Central,1077,9,0.6,0,,0.31
2021-01-13,Lucknow NR,551,51,0.6,0,,0.7
2019-09-04,Hyderabad Deccan,944,12,0.6,0,,0.72
2020-09-25,Hyderabad Deccan,627,0,0.1,0,,0.36
2023-06-01,Mumbai Central,538,9,0.1,0,,0.36
2023-04-19,Chennai Central,607,0,0.6,0,,0.79
2020-02-11,Bengaluru City,1434,52,0.3,0,,0.35
2023-07-30,Hyderabad Deccan,1143,0,0.8,0,,0.9
2023-04-23,Kolkata,1115,0,0.6,0,,0.37
2020-07-21,Lucknow NR,949,4,0.1,0,,0.39
2019-07-23,Mumbai Central,977,49,0.9,0,,0.23
2019-01-14,Bengaluru City,1251,17,0.9,1,Makar Sankranti,0.57
2022-03-29,Pune Junction,1181,10,0.3,0,,0.34
2023-05-27,Bengaluru City,1154,13,0.9,0,,0.39
2021-12-31,Ahmedabad,1381,9,0.6,0,,0.42
2023-10-25,Ahmedabad,1077,16,0.6,0,,0.81
2020-03-06,Bengaluru City,748,0,0.1,0,,0.22
2019-07-16,Lucknow NR,960,13,0.1,0,,0.35
2019-11-06,Hyderabad Deccan,1100,0,0.3,0,,0.47
2023-08-22,Bengaluru City,1062,21,0.9,0,,0.49
2023-01-19,Mumbai Central,830,29,0.8,0,,0.66
2019-09-24,New Delhi,1328,30,0.9,0,,0.34
2020-06-26,Mumbai Central,633,47,0.8,0,,0.31
2020-06-07,Hyderabad Deccan,1383,29,0.9,0,,0.31
2019-10-15,Hyderabad Deccan,1480,0,0.1,0,,0.23
2019-10-25,Kolkata,1405,17,0.8,0,,0.81
2019-12-15,Chennai Central,555,52,0.1,0,,0.33
2023-03-02,Mumbai Central,1074,42,0.1,0,,0.57
2023-06-16,Kolkata,817,0,0.6,0,,0.39
2019-03-19,Patna Junction,1256,8,0.8,0,,0.45
2019-03-16,Ahmedabad,1442,8,0.9,0,,0.12
2019-02-25,Patna Junction,1244,0,0.9,0,,0.59
2019-02-13,Patna Junction,709,37,0.1,0,,0.19
2020-09-03,Chennai Central,952,31,0.9,0,,0.5
2019-02-10,Mumbai Central,1397,37,0.9,0,,0.24
2021-12-13,Pune Junction,706,56,0.3,0,,0.11
2019-10-30,Pune Junction,1165,25,0.6,0,,0.67
2019-12-23,Kolkata,1131,15,0.1,0,,0.23
2019-06-01,Lucknow NR,1023,59,0.6,0,,0.75
2023-09-30,Hyderabad Deccan,1258,28,0.1,0,,0.59
2020-05-13,Mumbai Central,1139,6,0.3,0,,0.24
2022-05-19,Hyderabad Deccan,1430,0,0.1,0,,0.33
2020-07-25,Lucknow NR,941,32,0.3,0,,0.24
2022-07-12,Mumbai Central,1327,27,0.3,0,,0.53
2022-03-26,Ahmedabad,1143,35,0.1,0,,0.24
2023-10-04,Lucknow NR,593,27,0.1,0,,0.28
2020-11-07,Lucknow NR,573,54,0.1,0,,0.1
2020-03-25,Ahmedabad,1214,0,0.1,0,,0.34
2020-10-19,Bengaluru City,1182,43,0.9,0,,0.18
2023-06-26,Lucknow NR,1230,0,0.9,0,,0.34
2020-09-03,Patna Junction,601,0,0.3,0,,0.58
2021-08-11,Chennai Central,1428,52,0.1,0,,0.27
2021-07-30,Mumbai Central,874,54,0.8,0,,0.87
2022-03-12,Chennai Central,596,49,0.1,0,,0.12
2021-09-18,Chennai Central,1250,51,0.6,0,,0.52
2020-12-28,Kolkata,848,41,0.3,0,,0.5
2019-06-21,Lucknow NR,864,48,0.8,0,,0.72
2022-05-06,Hyderabad Deccan,1493,26,0.8,0,,0.7
2021-05-04,Bengaluru City,871,23,0.1,0,,0.36
2022-02-20,Bengaluru City,770,18,0.1,0,,0.2
2019-02-11,Bengaluru City,678,0,0.3,0,,0.51
2019-11-13,Hyderabad Deccan,525,34,0.3,0,,0.42
2020-01-01,Bengaluru City,1408,9,0.9,0,,0.2
2020-04-23,Chennai Central,1129,41,0.1,0,,0.26
2022-09-23,Bengaluru City,1299,8,0.6,0,,0.66
2023-05-01,Lucknow NR,1266,0,0.9,0,,0.59
2019-11-18,Lucknow NR,1408,28,0.6,0,,0.57
2021-12-30,Pune Junction,1140,56,0.3,0,,0.5
2019-01-17,Patna Junction,1424,0,0.9,0,,0.33
2020-01-25,Pune Junction,527,16,0.1,0,,0.35
2023-12-02,Mumbai Central,1390,30,0.1,0,,0.35
2020-12-10,Pune Junction,733,50,0.1,0,,0.28
2022-07-04,Ahmedabad,1448,18,0.9,0,,0.38
2021-11-18,New Delhi,1144,42,0.8,0,,0.61
2023-03-11,Kolkata,917,49,0.9,0,,0.42
2023-08-18,Mumbai Central,1321,0,0.8,0,,0.72
2022-12-05,Hyderabad Deccan,909,0,0.8,0,,0.85
2023-03-24,Pune Junction,942,0,0.9,0,,0.39
2020-07-22,Patna Junction,1431,0,0.9,0,,0.41
2022-12-14,Pune Junction,875,47,0.6,0,,0.55
2021-03-09,Bengaluru City,1238,51,0.8,0,,0.87
2023-11-03,Bengaluru City,1124,5,0.9,0,,0.12
2020-08-21,Patna Junction,1014,0,0.1,0,,0.54
2020-11-13,Pune Junction,1263,42,0.8,0,,0.31
2019-08-19,Lucknow NR,836,11,0.8,0,,0.41
2019-01-26,New Delhi,869,43,0.9,0,,0.24
2022-08-11,Lucknow NR,879,46,0.9,0,,0.28
2020-11-21,Hyderabad Deccan,1189,0,0.6,0,,0.59
2021-09-09,New Delhi,580,0,0.8,0,,0.47
2021-02-11,Mumbai Central,1464,55,0.6,0,,0.76
2020-05-19,Lucknow NR,625,0,0.6,0,,0.37
2019-11-06,Chennai Central,1045,0,0.3,0,,0.36
2020-03-10,Pune Junction,1449,8,0.6,0,,0.61
2022-12-01,Mumbai Central,1488,51,0.8,0,,0.72
2022-03-17,Pune Junction,1382,0,0.3,0,,0.56
2023-09-06,Bengaluru City,1251,22,0.1,0,,0.59
2020-01-29,New Delhi,1367,48,0.8,0,,0.75
2021-05-30,Pune Junction,1194,31,0.3,0,,0.12
2021-10-15,Lucknow NR,951,0,0.6,0,,0.61
2022-05-28,Chennai Central,1386,47,0.9,0,,0.24
2021-12-05,Pune Junction,1333,0,0.1,0,,0.43
2019-07-24,Kolkata,508,0,0.3,0,,0.19
2019-06-16,Hyderabad Deccan,977,0,0.3,0,,0.23
2021-12-27,Pune Junction,1333,12,0.3,0,,0.19
2020-06-12,Pune Junction,871,0,0.6,0,,0.31
2020-06-03,New Delhi,805,0,0.8,0,,0.49
2023-03-21,Hyderabad Deccan,1450,12,0.8,0,,0.64
2021-11-06,Bengaluru City,744,9,0.8,0,,0.53
2019-06-13,Bengaluru City,1330,0,0.3,0,,0.39
2020-08-15,Ahmedabad,987,0,0.9,1,Independence Day,0.46
2020-01-07,Bengaluru City,942,55,0.8,0,,0.72
2023-02-11,Ahmedabad,1263,36,0.1,0,,0.18
2022-09-14,Pune Junction,1420,32,0.1,0,,0.18
2022-05-04,Ahmedabad,1346,0,0.3,0,,0.56
2022-09-12,Patna Junction,1470,22,0.3,0,,0.6
2021-05-31,Patna Junction,1236,7,0.9,0,,0.11
2023-04-02,New Delhi,1338,0,0.9,0,,0.52
2023-02-18,Ahmedabad,973,0,0.8,0,,0.4
2020-05-22,Mumbai Central,885,0,0.6,0,,0.69
2019-08-11,Lucknow NR,1048,0,0.1,0,,0.34
2021-01-05,Hyderabad Deccan,1461,0,0.1,0,,0.26
2019-10-08,Chennai Central,1173,39,0.6,0,,0.63
2021-07-29,Chennai Central,872,57,0.3,0,,0.42
2023-02-27,Ahmedabad,521,38,0.9,0,,0.51
2021-07-11,Patna Junction,826,0,0.6,0,,0.66
2019-07-01,Pune Junction,769,16,0.9,0,,0.4
2022-07-05,Chennai Central,626,48,0.6,0,,0.56
2021-09-09,Lucknow NR,969,2,0.8,0,,0.89
2022-03-06,Pune Junction,1396,49,0.8,0,,0.89
2022-02-14,Chennai Central,1195,35,0.6,0,,0.36
2022-07-15,Pune Junction,877,50,0.9,0,,0.55
2022-10-10,Mumbai Central,1093,33,0.9,0,,0.53
2020-02-14,Kolkata,1202,0,0.3,0,,0.47
2023-04-01,Chennai Central,779,10,0.1,0,,0.46
2020-01-22,Hyderabad Deccan,535,20,0.9,0,,0.31
2020-04-19,Pune Junction,1193,29,0.1,0,,0.59
2021-08-28,Pune Junction,505,3,0.6,0,,0.65
2020-03-03,Hyderabad Deccan,1216,42,0.3,0,,0.12
2023-05-22,Kolkata,1157,10,0.1,0,,0.52
2022-09-30,Lucknow NR,818,37,0.9,0,,0.25
2019-11-12,Kolkata,874,0,0.9,0,,0.17
2023-09-30,Hyderabad Deccan,1475,53,0.3,0,,0.42
2023-02-20,Kolkata,1010,0,0.3,0,,0.48
2022-11-29,New Delhi,660,0,0.9,0,,0.5
2021-01-24,Lucknow NR,684,59,0.6,0,,0.89
2019-04-24,Hyderabad Deccan,1167,11,0.6,0,,0.56
2021-09-13,Lucknow NR,1150,0,0.3,0,,0.22
2019-12-07,Kolkata,1178,0,0.8,0,,0.55
2022-05-15,Bengaluru City,548,0,0.1,0,,0.49
2020-09-05,Hyderabad Deccan,951,0,0.1,0,,0.3
2019-01-13,Patna Junction,868,51,0.1,0,,0.18
2022-05-19,Bengaluru City,1367,12,0.9,0,,0.34
2023-06-15,Chennai Central,1210,45,0.6,0,,0.68
2022-09-01,Hyderabad Deccan,1045,42,0.3,0,,0.13
2021-10-20,Mumbai Central,623,33,0.8,0,,0.46
2023-04-12,Patna Junction,807,50,0.8,0,,0.83
2020-07-17,Mumbai Central,1113,18,0.8,0,,0.71
2023-03-19,Hyderabad Deccan,1232,26,0.8,0,,0.47
2019-05-21,Lucknow NR,626,0,0.8,0,,0.78
2020-11-26,Bengaluru City,1230,31,0.6,0,,0.43
2021-01-24,Pune Junction,1293,45,0.8,0,,0.87
2020-04-10,Ahmedabad,611,36,0.6,0,,0.72
2021-10-05,Patna Junction,1332,23,0.6,0,,0.79
2021-08-29,Lucknow NR,888,4,0.6,0,,0.81
2020-03-31,Pune Junction,940,34,0.9,0,,0.17
2020-11-11,New Delhi,525,0,0.9,0,,0.27
2022-11-19,Lucknow NR,1493,19,0.9,0,,0.43
2023-01-30,Chennai Central,813,53,0.6,0,,0.4
2020-03-09,Kolkata,1104,54,0.6,0,,0.39
2023-06-29,Chennai Central,1140,16,0.3,0,,0.23
2021-01-19,Ahmedabad,1359,23,0.1,0,,0.39
2020-01-07,Lucknow NR,1169,43,0.1,0,,0.16
2019-01-08,Pune Junction,1085,51,0.3,0,,0.4
2023-07-13,New Delhi,717,14,0.1,0,,0.55
2019-02-27,Mumbai Central,1496,14,0.1,0,,0.57
2019-07-29,Mumbai Central,982,0,0.9,0,,0.43
2019-11-11,Bengaluru City,834,30,0.1,0,,0.25
2023-08-04,Chennai Central,1331,0,0.8,0,,0.31
2019-12-12,Hyderabad Deccan,717,54,0.8,0,,0.34
2020-01-26,Bengaluru City,514,39,0.1,0,,0.23
2021-02-26,Lucknow NR,548,40,0.1,0,,0.22
2022-03-30,Patna Junction,1051,0,0.3,0,,0.39
2019-11-06,Ahmedabad,1312,9,0.3,0,,0.1
2019-08-31,Patna Junction,736,6,0.6,0,,0.83
2023-01-09,New Delhi,1415,0,0.8,0,,0.59
2022-12-14,Lucknow NR,639,23,0.6,0,,0.88
2021-06-21,Mumbai Central,792,15,0.9,0,,0.42
2023-09-09,Lucknow NR,1251,22,0.3,0,,0.28
2022-06-27,Mumbai Central,1151,11,0.6,0,,0.51
2023-05-31,Kolkata,1029,60,0.3,0,,0.37
2021-06-01,Mumbai Central,1029,25,0.1,0,,0.12
2022-01-20,Hyderabad Deccan,738,0,0.6,0,,0.56
2020-04-01,New Delhi,568,0,0.1,0,,0.14
2021-04-26,Bengaluru City,1313,0,0.9,0,,0.2
2019-05-04,Mumbai Central,1092,43,0.8,0,,0.54
2020-04-28,New Delhi,671,24,0.1,0,,0.36
2019-04-01,Mumbai Central,784,54,0.8,0,,0.68
2021-09-19,Kolkata,1108,33,0.3,0,,0.21
2022-12-30,Patna Junction,1156,0,0.8,0,,0.6
2022-07-27,Chennai Central,851,0,0.9,0,,0.26
2019-02-17,Mumbai Central,567,0,0.6,0,,0.58
2021-12-06,New Delhi,1003,0,0.6,0,,0.49
2019-06-06,New Delhi,1381,0,0.1,0,,0.2
2022-11-29,Hyderabad Deccan,971,32,0.1,0,,0.33
2021-12-30,Kolkata,1223,0,0.9,0,,0.17
2023-10-14,Kolkata,1486,20,0.8,0,,0.31
2019-01-10,Chennai Central,622,24,0.6,0,,0.48
2022-12-02,Patna Junction,1452,10,0.6,0,,0.58
2022-01-11,New Delhi,998,0,0.6,0,,0.39
2021-11-24,Kolkata,1281,0,0.1,0,,0.6
2022-08-01,Chennai Central,993,0,0.6,0,,0.38
2022-04-26,Chennai Central,1322,24,0.6,0,,0.53
2019-07-29,Lucknow NR,515,10,0.9,0,,0.14
2019-11-01,Kolkata,1245,0,0.1,0,,0.29
2022-06-13,Pune Junction,960,0,0.8,0,,0.65
2022-02-18,Pune Junction,676,36,0.9,0,,0.53
2022-03-22,New Delhi,1329,6,0.1,0,,0.48
2023-02-11,Chennai Central,929,6,0.3,0,,0.58
2023-01-07,New Delhi,952,0,0.9,0,,0.3
2021-10-25,Kolkata,1038,0,0.6,0,,0.63
2020-07-14,New Delhi,749,0,0.3,0,,0.48
2022-04-01,Mumbai Central,567,36,0.9,0,,0.15
2020-02-05,Mumbai Central,917,50,0.8,0,,0.42
2022-09-13,Ahmedabad,577,0,0.3,0,,0.27
2022-08-08,Lucknow NR,650,36,0.8,0,,0.53
2019-11-27,Chennai Central,943,31,0.6,0,,0.53
2021-07-11,Lucknow NR,1096,0,0.8,0,,0.57
2019-08-26,Kolkata,1311,0,0.1,0,,0.57
2019-08-09,Ahmedabad,651,42,0.9,0,,0.41
2022-02-19,Lucknow NR,1014,20,0.9,0,,0.17
2023-02-11,Kolkata,1471,0,0.8,0,,0.6
2019-02-04,Lucknow NR,510,44,0.1,0,,0.58
2021-08-17,Lucknow NR,1409,0,0.3,0,,0.47
2023-09-23,Mumbai Central,654,58,0.8,0,,0.42
2022-01-07,Kolkata,1227,37,0.6,0,,0.56
2019-04-14,Hyderabad Deccan,1344,43,0.3,1,Tamil New Year,0.47
2022-09-18,New Delhi,1396,45,0.9,0,,0.11
2020-02-27,Bengaluru City,615,0,0.1,0,,0.16
2021-03-12,Hyderabad Deccan,1026,4,0.1,0,,0.57
2019-08-08,Kolkata,1267,18,0.6,0,,0.55
2019-02-20,New Delhi,612,0,0.9,0,,0.1
2019-11-30,Hyderabad Deccan,1478,53,0.9,0,,0.17
2020-01-27,Pune Junction,976,19,0.8,0,,0.51
2022-11-22,Hyderabad Deccan,512,24,0.9,0,,0.15
2019-05-18,Bengaluru City,920,39,0.3,0,,0.53
2019-04-14,Patna Junction,682,49,0.6,1,Tamil New Year,0.42
2021-11-15,Kolkata,1296,0,0.9,0,,0.13
2022-04-21,Bengaluru City,1493,26,0.6,0,,0.81
2023-12-08,Hyderabad Deccan,511,11,0.9,0,,0.53
2020-11-11,Ahmedabad,1009,48,0.3,0,,0.3
2019-06-21,Hyderabad Deccan,1220,0,0.6,0,,0.53
2023-10-15,Bengaluru City,1385,0,0.9,0,,0.53
2020-07-24,Lucknow NR,1374,52,0.8,0,,0.43
2019-09-23,New Delhi,1252,57,0.9,0,,0.27
2022-08-02,Hyderabad Deccan,870,0,0.1,0,,0.21
2022-07-24,Kolkata,1281,2,0.8,0,,0.83
2019-10-07,New Delhi,1026,0,0.6,0,,0.54
2021-11-15,New Delhi,1478,50,0.1,0,,0.29
2021-11-25,Hyderabad Deccan,850,0,0.1,0,,0.26
2019-04-14,Lucknow NR,611,43,0.3,1,Tamil New Year,0.52
2022-08-30,Mumbai Central,1305,44,0.6,0,,0.75
2021-09-26,Ahmedabad,1366,35,0.6,0,,0.81
2019-08-10,Ahmedabad,517,0,0.9,0,,0.42
2019-10-31,Pune Junction,1458,0,0.8,0,,0.81
2020-10-16,Pune Junction,816,43,0.9,0,,0.11
2021-04-10,Patna Junction,1061,16,0.9,0,,0.16
2020-08-11,Chennai Central,897,0,0.8,0,,0.45
2022-08-23,Hyderabad Deccan,1004,60,0.9,0,,0.16
2019-05-15,Lucknow NR,1046,0,0.3,0,,0.35
2019-02-04,Patna Junction,914,30,0.1,0,,0.43
2020-10-14,Ahmedabad,1153,0,0.3,0,,0.51
2022-06-29,Patna Junction,1422,48,0.3,0,,0.18
2020-01-27,Bengaluru City,1446,38,0.3,0,,0.11
2023-12-26,Ahmedabad,831,0,0.6,0,,0.73
2021-04-16,Chennai Central,1450,44,0.1,0,,0.33
2020-09-05,Bengaluru City,816,25,0.9,0,,0.3
2022-05-08,Chennai Central,860,29,0.6,0,,0.81
2021-03-20,Chennai Central,923,29,0.9,0,,0.14
2022-06-20,Bengaluru City,1419,25,0.1,0,,0.43
2023-12-16,Hyderabad Deccan,769,17,0.9,0,,0.18
2020-09-16,Pune Junction,739,28,0.6,0,,0.43
2023-02-14,Patna Junction,1374,0,0.6,0,,0.72
2023-08-31,Mumbai Central,1049,14,0.6,0,,0.71
2022-10-10,Hyderabad Deccan,829,24,0.9,0,,0.2
2022-05-01,Ahmedabad,528,60,0.3,0,,0.21
2023-09-13,Mumbai Central,1496,0,0.1,0,,0.19
2020-02-13,Mumbai Central,1321,30,0.9,0,,0.22
2021-06-02,Ahmedabad,929,0,0.9,0,,0.47
2020-10-06,Hyderabad Deccan,1385,44,0.3,0,,0.14
2020-09-09,Chennai Central,1319,35,0.6,0,,0.41
2019-04-20,New Delhi,1302,16,0.6,0,,0.81
2019-07-29,Pune Junction,1349,48,0.6,0,,0.68
2022-10-09,New Delhi,1127,53,0.1,0,,0.27
2023-10-28,Lucknow NR,857,42,0.3,0,,0.55
2020-09-30,Hyderabad Deccan,984,45,0.3,0,,0.18
2020-02-09,Chennai Central,983,0,0.6,0,,0.69
2022-05-16,Chennai Central,1199,0,0.1,0,,0.17
2022-08-17,Hyderabad Deccan,553,42,0.8,0,,0.61
2020-12-30,Kolkata,1496,55,0.8,0,,0.37
2021-06-02,Kolkata,639,0,0.1,0,,0.32
2023-01-30,Patna Junction,1017,26,0.3,0,,0.24
2020-02-01,Pune Junction,1197,36,0.1,0,,0.46
2020-11-15,Patna Junction,632,35,0.1,0,,0.18
2023-02-09,Patna Junction,741,50,0.1,0,,0.3
2021-06-04,Kolkata,1369,51,0.3,0,,0.28
2021-11-07,New Delhi,1390,14,0.3,0,,0.19
2022-03-26,Hyderabad Deccan,723,55,0.1,0,,0.24
2023-05-21,Chennai Central,1331,11,0.9,0,,0.46
2023-01-11,Ahmedabad,1483,29,0.6,0,,0.64
2019-08-10,Patna Junction,1448,0,0.3,0,,0.19
2022-07-27,Lucknow NR,908,1,0.1,0,,0.54
2020-09-26,Ahmedabad,1257,0,0.9,0,,0.34
2019-06-22,Hyderabad Deccan,665,0,0.1,0,,0.21
2020-04-20,Ahmedabad,1205,0,0.6,0,,0.64
2020-05-31,Kolkata,1500,0,0.3,0,,0.49
2022-12-11,Bengaluru City,954,0,0.8,0,,0.44
2020-07-25,Hyderabad Deccan,910,0,0.6,0,,0.39
2019-07-03,Pune Junction,1285,7,0.8,0,,0.34
2021-03-25,Patna Junction,1313,0,0.3,0,,0.41
2020-12-01,Pune Junction,821,14,0.3,0,,0.23
2019-04-02,Hyderabad Deccan,662,1,0.3,0,,0.17
2020-11-14,Bengaluru City,619,32,0.6,0,,0.58
2019-07-25,Ahmedabad,1463,8,0.1,0,,0.26
2021-05-09,Pune Junction,805,39,0.6,0,,0.63
2023-11-01,Ahmedabad,686,0,0.9,0,,0.26
2020-09-03,Pune Junction,878,7,0.8,0,,0.49
2023-02-12,Bengaluru City,644,0,0.1,0,,0.22
2023-05-04,Ahmedabad,903,46,0.6,0,,0.66
2022-05-16,Patna Junction,626,40,0.9,0,,0.59
2023-03-14,Kolkata,1356,37,0.3,0,,0.3
2023-01-10,New Delhi,570,38,0.3,0,,0.6
2022-12-20,New Delhi,1259,22,0.8,0,,0.39
2021-07-12,Hyderabad Deccan,1163,0,0.9,0,,0.22
2020-06-15,Mumbai Central,1165,0,0.1,0,,0.24
2021-03-08,Mumbai Central,933,27,0.3,1,Holi,0.39
2023-01-11,Hyderabad Deccan,1220,31,0.1,0,,0.51
2020-06-27,Chennai Central,1057,24,0.6,0,,0.77
2019-09-12,Chennai Central,938,0,0.8,0,,0.82
2023-01-08,Kolkata,1417,52,0.6,0,,0.33
2022-07-30,New Delhi,1332,22,0.8,0,,0.65
2023-12-06,Hyderabad Deccan,1469,20,0.1,0,,0.17
2020-12-22,New Delhi,1173,13,0.9,0,,0.5
2022-06-11,Chennai Central,556,31,0.9,0,,0.28
2019-04-15,Lucknow NR,1166,0,0.8,0,,0.5
2020-05-07,Kolkata,772,35,0.1,0,,0.51
2020-01-02,Ahmedabad,956,19,0.6,0,,0.48
2023-06-22,Bengaluru City,842,0,0.1,0,,0.3
2023-07-05,Patna Junction,559,46,0.3,0,,0.37
2020-06-18,Lucknow NR,574,0,0.9,0,,0.26
2021-12-01,New Delhi,951,44,0.3,0,,0.28
2019-08-16,Bengaluru City,1253,7,0.9,0,,0.39
2019-06-19,Pune Junction,504,20,0.9,0,,0.39
2020-10-01,Chennai Central,715,50,0.3,0,,0.17
2023-10-31,Patna Junction,751,16,0.6,0,,0.52
2019-10-04,Bengaluru City,1071,0,0.3,0,,0.42
2019-03-04,New Delhi,1458,59,0.3,0,,0.21
2023-02-14,Mumbai Central,557,0,0.1,0,,0.5
2020-04-19,Hyderabad Deccan,775,25,0.3,0,,0.12
2021-03-17,Chennai Central,512,21,0.1,0,,0.21
2023-04-14,Pune Junction,1218,0,0.3,1,Tamil New Year,0.85
2020-02-19,Lucknow NR,1345,0,0.9,0,,0.43
2021-01-20,Bengaluru City,509,0,0.3,0,,0.27
2021-12-29,New Delhi,1397,7,0.9,0,,0.15
2023-10-25,Hyderabad Deccan,1367,20,0.9,0,,0.17
2022-03-15,Kolkata,1398,28,0.3,0,,0.26
2019-10-19,Hyderabad Deccan,583,0,0.6,0,,0.63
2020-11-25,Ahmedabad,696,32,0.3,0,,0.44
2022-10-26,Hyderabad Deccan,881,14,0.3,0,,0.41
2021-03-09,Bengaluru City,915,0,0.1,0,,0.18
2020-03-03,Bengaluru City,1081,52,0.1,0,,0.31
2022-09-28,Kolkata,1138,0,0.8,0,,0.75
2023-08-04,Ahmedabad,1198,11,0.6,0,,0.43
2023-07-30,Pune Junction,1361,59,0.8,0,,0.84
2021-01-21,Hyderabad Deccan,729,46,0.3,0,,0.53
2022-12-12,Ahmedabad,851,58,0.3,0,,0.32
2022-08-03,Chennai Central,736,12,0.9,0,,0.2
2020-07-14,Lucknow NR,1010,57,0.8,0,,0.51
2023-03-12,Pune Junction,1218,0,0.6,0,,0.68
2021-07-01,Chennai Central,1316,45,0.3,0,,0.24
2019-04-09,Hyderabad Deccan,1446,0,0.8,0,,0.81
2021-10-31,New Delhi,883,51,0.9,0,,0.18
2023-02-25,Ahmedabad,838,29,0.9,0,,0.27
2020-08-23,Mumbai Central,1087,2,0.3,0,,0.58
2022-07-04,Ahmedabad,790,8,0.8,0,,0.87
2019-08-31,Hyderabad Deccan,1022,55,0.6,0,,0.84
2021-11-22,Lucknow NR,1339,38,0.6,0,,0.37
2023-04-14,Patna Junction,886,5,0.9,1,Tamil New Year,0.88
2023-07-25,Bengaluru City,1199,10,0.1,0,,0.24
2019-02-15,Ahmedabad,1292,41,0.9,0,,0.49
2019-08-13,Patna Junction,922,45,0.1,0,,0.51
2019-08-23,Kolkata,1044,10,0.1,0,,0.11
2022-11-16,Hyderabad Deccan,956,1,0.9,0,,0.27
2021-01-04,Hyderabad Deccan,1227,23,0.8,0,,0.6
2023-05-27,Bengaluru City,1186,0,0.3,0,,0.23
2020-10-05,Lucknow NR,626,0,0.9,0,,0.27
2022-08-12,Kolkata,910,31,0.8,0,,0.41
2021-10-13,Pune Junction,996,2,0.8,0,,0.58
2023-11-01,Ahmedabad,842,41,0.1,0,,0.5
2019-09-23,Kolkata,836,37,0.1,0,,0.55
2019-09-09,Mumbai Central,823,3,0.1,0,,0.12
2020-12-15,Patna Junction,1235,10,0.8,0,,0.87
2023-03-25,Mumbai Central,1483,3,0.9,0,,0.4
2020-05-09,Bengaluru City,1304,23,0.3,0,,0.27
2019-10-05,Ahmedabad,1027,38,0.1,0,,0.54
2020-07-09,Chennai Central,1485,0,0.3,0,,0.3
2020-10-18,Mumbai Central,1009,56,0.8,0,,0.49
2023-01-18,Kolkata,1050,0,0.9,0,,0.5
2019-01-20,New Delhi,695,1,0.3,0,,0.5
2021-07-03,Patna Junction,701,0,0.9,0,,0.45
2022-12-16,Hyderabad Deccan,614,9,0.6,0,,0.37
2021-06-29,Chennai Central,1470,0,0.8,0,,0.81
2022-02-16,Mumbai Central,1328,0,0.9,0,,0.12
2020-05-29,Pune Junction,1241,0,0.8,0,,0.66
2020-03-20,Kolkata,1054,0,0.8,0,,0.49
2020-09-24,Lucknow NR,1337,51,0.9,0,,0.28
2020-10-28,Kolkata,654,36,0.3,0,,0.34
2019-11-06,Hyderabad Deccan,798,52,0.1,0,,0.24
2021-11-01,Patna Junction,521,0,0.8,0,,0.31
2021-09-21,Hyderabad Deccan,1391,57,0.8,0,,0.36
2021-07-07,Pune Junction,701,13,0.9,0,,0.31
2020-12-20,Ahmedabad,903,0,0.6,0,,0.65
2020-08-02,Lucknow NR,919,42,0.1,0,,0.23
2023-04-14,Bengaluru City,624,18,0.8,1,Tamil New Year,0.73
2020-09-04,Mumbai Central,888,4,0.9,0,,0.4
2019-11-09,Pune Junction,556,42,0.6,0,,0.44
2020-06-20,New Delhi,1025,48,0.9,0,,0.55
2020-09-08,Pune Junction,1039,0,0.1,0,,0.31
2020-11-14,Lucknow NR,836,12,0.9,0,,0.14
2019-11-12,Ahmedabad,1301,50,0.8,0,,0.39
2021-04-24,Mumbai Central,734,16,0.9,0,,0.48
2020-04-19,Pune Junction,1028,50,0.9,0,,0.34
2019-09-13,Lucknow NR,1331,0,0.1,0,,0.55
2022-08-26,Ahmedabad,658,26,0.9,0,,0.26
2022-03-13,Kolkata,1022,36,0.1,0,,0.35
2021-08-31,Patna Junction,1008,9,0.6,0,,0.59
2022-07-06,New Delhi,1311,0,0.6,0,,0.31
2021-07-13,Hyderabad Deccan,536,60,0.9,0,,0.32
2019-10-19,Kolkata,541,49,0.3,0,,0.56
2023-02-10,Mumbai Central,1410,1,0.8,0,,0.54
2019-03-01,Patna Junction,1381,0,0.9,0,,0.13
2021-06-30,Pune Junction,751,17,0.8,0,,0.47
2021-10-05,Patna Junction,1332,25,0.9,0,,0.29
2019-11-17,Hyderabad Deccan,1174,0,0.8,0,,0.47
2021-04-09,Lucknow NR,1004,29,0.6,0,,0.77
2020-10-17,Kolkata,562,51,0.6,0,,0.67
2022-05-20,New Delhi,1015,15,0.3,0,,0.37
2020-02-20,Bengaluru City,988,0,0.1,0,,0.5
2019-02-17,Pune Junction,934,14,0.8,0,,0.65
2022-01-28,Hyderabad Deccan,1157,0,0.3,0,,0.3
2023-04-06,Mumbai Central,1483,0,0.9,0,,0.14
2019-08-11,Kolkata,541,59,0.6,0,,0.57
2022-01-19,Patna Junction,669,0,0.9,0,,0.45
2022-12-17,Chennai Central,625,52,0.3,0,,0.38
2019-05-13,Kolkata,700,0,0.8,0,,0.44
